"Head","","Recurrent","Capital","20"
"No.","","Expenditure","Expenditure",""
"","","Rs.","Rs.",""
"Head","217
Department  of  Probation  and  Child  Care  Services","","",""
"","Programme  01
Operational  Activities","9,470,000","1,818,000",""
"","Programme  02
Development  Activities","108,270,000","12,400,000",""
"","Ministry  of  Public  Administration  and  Home  Affairs","","",""
"","Recurrent
  57,868,673,000","","",""
"","Capital
  1,669,806,000","","",""
"Made  up  as  follows :—","","","",""
"Head","121 Minister  of  Public  Administration  and  Home  Affairs","","",""
"","Programme  01
Operational  Activities","295,935,000","1,523,550,000","Appropriation Act, No. 47 of 2006"
"Head","253
Department  of  Pensions","","",""
"","Programme  01
Operational  Activities","57,172,768,000","14,026,000",""
"Head","254
Department  of  Registrar  General","","",""
"","Programme  01
Operational  Activities","399,970,000","132,230,000",""
"","Ministry  of  Mass  Media  and  Information","","",""
"","Recurrent
1,249,252,000","","",""
"","Capital
380,140,000","","",""
"Made  up  as  follows :—","","","",""
"Head","122 Minister  of  Mass  Media  and  Information","","",""
"","Programme  01
Operational  Activities","85,908,000","19,005,000",""
"","Programme  02
Development  Activities","127,355,000","150,000,000",""
