"","","","","சசலவினததின்","வரவிறகான","்பறறு மீதிக்கான","உச்ச எலவலகள்",""
"","","","","உச்ச எலவலகள்","ஆகக் குவறநத","உச்ச எலவலகள்","",""
"","","","","","எலவலகள்","","ரூ்பா",""
"","","","","ரூ்பா","ரூ்பா","ரூ்பா","",""
"46","ச்பௌதத அலுவலகள்","20101","அரச அலுவலர்களுக்கான","50,000,000","25,000,000","160,000,000","","-"
"","திவணக்களம்","","முற்பணம்","","","","",""
"47","முஸ்லிம் சமய","20201","அரச அலுவலர்களுக்கான","3,000,000","1,500,000","14,000,000","","-"
"","்பண்்பாட்டலுவலகள்","","முற்பணம்","","","","",""
"","திவணக்களம்","","","","","","",""
"48","கிறிஸ்தவ சமய","20301","அரச அலுவலர்களுக்கான","3,500,000","1,600,000","10,000,000","","-"
"","அலுவலகள் திவணக்களம்","","முற்பணம்","","","","",""
"49","இநது சமய கலாசார","20401","அரச அலுவலர்களுக்கான","12,000,000","5,000,000","30,000,000","","-"
"","அலுவலகள்","","முற்பணம்","","","","",""
"","திவணக்களம்;","","","","","","",""
"50","ச்பாது நம்்பிக்வகப","20501","அரச அலுவலர்களுக்கான","6,000,000","3,000,000","18,000,000","","-"
"","ச்பாறுப்பாளர்","","முற்பணம்","","","","",""
"","திவணக்களம்","","","","","","",""
"51","கலாசார அலுவலகள்","20601","அரச அலுவலர்களுக்கான","35,000,000","21,000,000","120,000,000","","-"
"","திவணக்களம்","","முற்பணம்","","","","",""
"52","சதால ச்பாருளியல","20701","அரச அலுவலர்களுக்கான","65,000,000","45,000,000","190,000,000","","-"
"","திவணக்களம்","","முற்பணம்","","","","",""
"53","சதசிய நூதன சாவலகள்","20801","அரச அலுவலர்களுக்கான","25,000,000","11,000,000","87,000,000","","-"
"","திவணக்களம்","","முற்பணம்","","","","",""
"54","சதசிய சுவடிக்காபபுத","20901","அரச அலுவலர்களுக்கான","12,000,000","5,000,000","32,000,000","","-"
"","திவணக்களம்","","முற்பணம்","","","","",""
"55","அரசாஙக தகவல","21001","அரச அலுவலர்களுக்கான","15,000,000","10,000,000","60,000,000","","-"
"","திவணக்களம்","","முற்பணம்","","","","",""
"56","அரசாஙக அச்சகத","21101","அரச அலுவலர்களுக்கான","40,000,000","53,000,000","250,000,000","","-"
"","திவணக்களம்","","முற்பணம்","","","","",""
"57","்பாீடவசகள் திவணக்களம்","21201","அரச அலுவலர்களுக்கான","22,000,000","25,000,000","90,000,000","","-"
"","","","முற்பணம்","","","","",""
