"","","","","","","","","","remsh,a"
"","wf.daia;="" 2019","","","iema;eïn¾"" 2019","wf.daia;="" 2019","","","","iema;eïn¾"" 2019"
"","","wfkl=;a nerlï","","","","","úfoaYSh uQ,H fkdjk j;alï","",""
"4,790","","ú,ïNS; m%odk","4,615","","172,922,928,466","172,922,928,466","rka","168,591,372,668","168,591,372,668"
"10,597,865,065","","úY%du jegqma iy wfkl=;a mYapd;a","10,590,657,054","","","","","",""
"","","/lshd m%;s,dN ie,iqï","","","","","","",""
"148,897,958","10,746,767,813","úúO nerlï iy WmÑ;hka","143,663,768","10,734,325,547","","","","",""
"","","y
ñlre m%d.aOkh","","","","","u
,H fkdjk j;alï","",""
"","","","","","5,838,380,125","","f;d.h","5,939,105,933",""
"50,000,000,000","","m%d.aOk wruqo,","50,000,000,000","","","","wfkl=;a ,eìh hq;= oE yd l,ska f.ùï","1,467,927,457",""
"","","","","","1,527,910,331","","","",""
"250,198,386,845","300,198,386,845","ixÑ;","249,222,755,000","299,222,755,000","","","foam<"" msrsh; iy WmlrK","16,846,907,181",""
"","","","","","16,846,107,554","","","",""
"","","","","","42,086,884","24,254,484,894","wiamDYH j;alï","41,462,668","24,295,403,239"
