"","ப(cid:8065)தி I: ெதா(cid:8065)தி (I) - இல(cid:8113)ைக(cid:8114) சனநாயக ேசாச(cid:8098)ச(cid:8112) (cid:8065)(cid:8074)யர(cid:8070) வ(cid:8125)(cid:8119)தமான(cid:8122) ப(cid:8119)திாிைக - அதி விேசஷமான(cid:8080)  - 2019.11.20","","","",""
"ஒ(cid:8094)(cid:8113)கிைண(cid:8122)(cid:8087)","கிழ(cid:8112)(cid:8065)","வட(cid:8112)(cid:8065)","ஒ(cid:8094)(cid:8113)கிைண(cid:8122)(cid:8087)","கிழ(cid:8112)(cid:8065)","வட(cid:8112)(cid:8065)"
"இல.","ஒ(cid:8094)(cid:8113)கி","ஒ(cid:8094)(cid:8113)கி","இல.","ஒ(cid:8094)(cid:8113)கி","ஒ(cid:8094)(cid:8113)கி"
"","ைண(cid:8122)(cid:8087)க(cid:8128)","ைண(cid:8122)(cid:8087)க(cid:8128)","","ைண(cid:8122)(cid:8087)க(cid:8128)","ைண(cid:8122)(cid:8087)க(cid:8128)"
"2991","173418","134800","3034","173707","134907"
"2992","173411","134749","3035","173712","134914"
"2993","173404","134735","3036","173715","134928"
"2994","173366","134715","3037","173716","134963"
"2995","173320","134723","3038","173715","134985"
"2996","173320","134751","3039","173705","135008"
"2997","173312","134763","3040","173691","135037"
"2998","173278","134758","3041","173680","135070"
"2999","173270","134779","3042","173734","135098"
"3000","173242","134772","3043","173770","135067"
"3001","173240","134781","3044","173828","135068"
"3002","173237","134804","3045","173824","135053"
"3003","173234","134845","3046","173813","135019"
"","","","3047","173814","135004"
"3004","173225","134840","","",""
"3005","173216","134826","3048","173816","134981"
"3006","173206","134800","3049","173817","134912"
"3007","173210","134781","","",""
"","","","3050","173839","134912"
"3008","173216","134757","3051","173850","134914"
"3009","173251","134748","3052","173869","134916"
"3010","173282","134728","3053","173886","134920"
"","","","3054","173897","134927"
"3011","173288","134705","","",""
"","","","3055","173910","134941"
"3012","173319","134703","","",""
"","","","3056","173927","134951"
"3013","173345","134701","","",""
"3014","173364","134682","3057","173983","134934"
"3015","173389","134707","3058","173997","134927"
"3016","173412","134705","3059","174024","134923"
"3017","173432","134722","3060","174055","134934"
"3018","173456","134741","3061","174078","134930"
"3019","173463","134769","3062","174139","134953"
"3020","173499","134758","3063","174157","134928"
"3021","173543","134748","3064","174173","134911"
"3022","173560","134727","3065","174200","134890"
"","","","3066","174225","134876"
"3023","173571","134710","","",""
"","","","3067","174257","134878"
"3024","173590","134726","","",""
"","","","3068","174282","134873"
"3025","173615","134737","","",""
"3026","173601","134756","3069","174286","134892"
"3027","173629","134805","3070","174289","134903"
"","","","3071","174321","134904"
"3028","173644","134828","","",""
"3029","173656","134847","3072","174344","134908"
"","","","3073","174374","134906"
"3030","173679","134866","","",""
"3031","173692","134881","3074","174407","134901"
"3032","173695","134888","3075","174411","134896"
"3033","173700","134902","3076","174416","134876"
