"71",",yq;iff;  flw;gil","22302","fsQ;rparhiyfs;","550,000,000","450,000,000","200,000,000","—",""
"","","","Kw;gzf;fzf;F","","","","",""
"","","","(ntbnghUl;fs;)","","","","",""
"72",",yq;if  thd;gil","22401","mur  mYtyh;fSf;fhd","400,000,000","320,000,000","400,000,000","—",""
"","","","Kw;gzk;","","","","",""
"73","nghyp];  jpizf;fsk;","22501","mur  mYtyh;fSf;fhd","1,200,000,000","1,000,000,000","1,200,000,000","—",""
"","","","Kw;gzk;","","","","",""
"74","FbtuT  Fbafy;Tj;","22601","mur  mYtyh;fSf;fhd","40,000,000","30,000,000","180,000,000","—",""
"","jpizf;fsk;","","Kw;gzk;","","","","",""
"75","Ml;fisg;  gjpT  nra;tjw;fhd","22701","mur  mYtyh;fSf;fhd","45,000,000","40,000,000","170,000,000","—",""
"","jpizf;fsk;","","Kw;gzk;","","","","",""
"76","ePjpkd;w  eph;thfk;","22801","mur  mYtyh;fSf;fhd","500,000,000","350,000,000","1,500,000,000","—",""
"","","","Kw;gzk;","","","","",""
"77","rl;
;lkh  mjpgh;  jpizf;fsk;","22901","mur  mYtyh;fSf;fhd","25,000,000","17,000,000","80,000,000","—",""
"","","","Kw;gzk;","","","","",""
"78","rl;l  tiuQh;  jpizf;fsk;","23001","mur  mYtyh;fSf;fhd","6,000,000","4,200,000","19,000,000","—","xJf;fPl;L (jpUj;jr;) rl;lk;"
"","","","Kw;gzk;","","","","",""
"79","fld;  ,zf;fr;  rig","23101","mur  mYtyh;fSf;fhd","1,000,000","400,000","5,000,000","—",""
"","jpizf;fsk;","","Kw;gzk;","","","","",""
"80","rpiwr;rhiyfs;","23201","mur  mYtyh;fSf;fhd","150,000,000","130,000,000","250,000,000","—",""
"","jpizf;fsk;","","Kw;gzk;","","","","",""
"81","rpiwr;rhiyfs;","23202","rpiwr;rhiyf;","110,000,000","120,000,000","65,000,000","15,000,000",""
"","jpizf;fsk;","","ifj;njhopy;  kw;Wk;","","","","",""
"","","","tptrha  Kaw;rpfs;","","","","",""
"82","murhq;f  ,urhadg;","23301","mur  mYtyh;fSf;fhd","8,000,000","7,000,000","35,000,000","—",""
"","gFg;gha;thsh;  jpizf;fsk;","","Kw;gzk;","","","","",""
"83","cah;  ePjpkd;wg;  gjpthsh;","23401","mur  mYtyh;fSf;fhd","15,000,000","10,500,000","65,000,000","—",""
"","mYtyfk;","","Kw;gzk;","","","","",""
"84","rl;l  Mizf;FOj;","23501","mur  mYtyh;fSf;fhd","2,000,000","700,000","7,000,000","",""
"","","","","","","","—",""
"","jpizf;fsk;","","Kw;gzk;","","","","",""
