"YS(cid:190)I","","","","mqkrdj(cid:190);k","uq,Ok"
"wxlh","","","","œho(cid:239)","œho(cid:239)"
"","","","","re’","re’"
"","lS","%vd wud;HdxYh","","",""
"","","mqkrdj(cid:190);k","482,140,000","",""
"","","uQ,Ok","1,308,580,000","",""
"","","my;  m(cid:223)¨  œho(cid:239)  ieliS  we;  :—","","",""
"YS(cid:190)I 136","lS","%vd  wud;Hjrhd","","",""
"","","jevigyk  01  fufyhq(cid:239)  jevigyk","","104,410,000","54,700,000"
"","","jevigyk  02  ixj(cid:190)Ok  jevigyk","","111,225,000","118,930,000"
"YS(cid:190)I  219","lS","%vd  ixj(cid:190)Ok  fomd(cid:190);f(cid:239)ka;=j","","",""
"","","jevigyk  01  fufyhq(cid:239)  jevigyk","","76,230,000","8,950,000"
"","","jevigyk  02  ixj(cid:190)Ok  jevigyk","","190,275,000","1,126,000,000"
"","","foaYSh  ffjoH  wud;HdxYh","","",""
"","","mqkrdj(cid:190);k","787,317,000","",""
"","","uQ,Ok","288,960,000","",""
"","","my;  m(cid:223)¨  œho(cid:239)  ieliS  we;  :—","","",""
"YS(cid:190)I 138","","foaYSh  ffjoH  wud;Hjrhd","","",""
"","","jevigyk  01  fufyhq(cid:239)  jevigyk","","169,750,000","69,100,000"
"","","jevigyk  02  ixj(cid:190)Ok  jevigyk","","—","80,010,000"
"YS(cid:190)I  220","","wdhQ(cid:190)fıo  fomd(cid:190);f(cid:239)ka;=j","","",""
"","","jevigyk  01  fufyhq(cid:239)  jevigyk","","184,438,000","7,200,000"
