"","ශීර්්ෂ","","","පුනරාවර්තන","මූලධන","22"
"","අ
ං
කය","","","වියදේ","වියදේ",""
"","","","","රු
.","රු
.",""
"","","","්හත් ්රිදි වියදම සැකසී ඇත්:-","","",""
"","ශීර්්ෂ","130","රපාජ‍ය ්රි්පාලන, ්ළපාත් ස්භපා සහ ්ළපාත් ්පාලන අමපාත්‍යවරයපා","","",""
"","","","වැඩසටහන 01
යමයහයුම වැඩසටහන","3,992,000,000","1,735,000,000",""
"","","","වැඩසටහන 02
සංවර්්ධන වැඩසටහන","-","23,300,000,000",""
"5","ශීර්්ෂ","253","වි්‍පාම වැටුප් යද්පාර්ත්යමන්තුව","","",""
"","","","වැඩසටහන 01
යමයහයුම වැඩසටහන","404,354,000,000","81,000,000",""
"","ශීර්්ෂ","254","යරජිසේට්පාර් ජනරපාල් යද්පාර්ත්යමන්තුව","","",""
"","","","වැඩසටහන 01
යමයහයුම වැඩසටහන","4,205,000,000","932,000,000",""
"","ශීර්්ෂ","255","දිසේ්‍රික් යල්කම කපාර්යපාලය, යකපාළඹ","","",""
"","","","වැඩසටහන 01
යමයහයුම වැඩසටහන","2,249,000,000","452,000,000",""
"10","","","","","","විසර්ජන"
"","ශීර්්ෂ","256","දිසේ්‍රික් යල්කම කපාර්යපාලය, ගම්හ","","",""
"","","","වැඩසටහන 01
යමයහයුම වැඩසටහන","2,947,000,000","432,000,000",""
"","ශීර්්ෂ","257","දිසේ්‍රික් යල්කම කපාර්යපාලය, කළුත්ර","","",""
"","","","වැඩසටහන 01
යමයහයුම වැඩසටහන","2,335,000,000","516,000,000",""
"","ශීර්්ෂ","258","දිසේ්‍රික් යල්කම කපාර්යපාලය, මහනුවර","","",""
"15","","","","","",""
"","","","වැඩසටහන 01
යමයහයුම වැඩසටහන","3,394,000,000","207,000,000",""
"","ශීර්්ෂ","259","දිසේ්‍රික් යල්කම කපාර්යපාලය, මපාත්යල්","","",""
"","","","වැඩසටහන 01
යමයහයුම වැඩසටහන","1,771,000,000","150,000,000",""
"","ශීර්්ෂ","260","දිසේ්‍රික් යල්කම කපාර්යපාලය, නුවරඑළිය","","",""
"","","","වැඩසටහන 01
යමයහයුම වැඩසටහන","1,355,000,000","109,000,000",""
"20","","","","","",""
"","ශීර්්ෂ","261","දිසේ්‍රික් යල්කම කපාර්යපාලය, ගපාල්ල","","",""
"","","","වැඩසටහන 01
යමයහයුම වැඩසටහන","3,410,000,000","545,000,000",""
