"198","murhq;fj;  njhopw;rhiy","31003","murhq;f  njhopw;rhiy","","","","",""
"","","","nra;JKbf;fg;gl;l","","","","",""
"","","","Ntiy  Kw;gzf;fzf;F","260>000>000","290>000>000","","5>000>000",""
"","","","","","","180>000>000","",""
"199","Njrpa  ngsjpfj;  jpl;lkply;","31101","mur  mYtyh;fSf;fhd","","","","",""
"","jpizf;fsk;","","Kw;gzk;","11>000>000","6>800>000","","—",""
"","","","","","","90>000>000","",""
"200","rptpy;  ghJfhg;Gj;","32001","mur  mYtyh;fSf;fhd","","","","",""
"","jpizf;fsk;","","Kw;gzk;","175>000>000","155>000>000","275>000>000","—",""
"201","Njrpa  jhtutpaw;  g{q;fhj;","32201","mur  mYtyh;fSf;fhd","","","","",""
"","jpizf;fsk;","","Kw;gzk;","17>000>000","9>000>000","","—",""
"","","","","","","70>000>000","",""
"202","rl;l  mYty;fs;  jpizf;fsk;","32301","mur  mYtyh;fSf;fhd","","","","",""
"","","","Kw;gzk;","1>000>000","200>000","","—",""
"","","","","","","3>000>000","",""
"203","Kfhikj;Jtf;  fzf;fha;Tj;","32401","mur  mYtyh;fSf;fhd","","","","",""
"","jpizf;fsk;","","Kw;gzk;","3>000>000","1>250>000","10>000>000","—",""
"204","rKjhaQ;rhh;  rPh;jpUj;jj;","32601","mur  mYtyh;fSf;fhd","","","","","xJf;fPl;Lr; rl;lk;"
"","jpizf;fsk;","","Kw;gzk;","9>000>000","3>500>000","","—",""
"","","","","","","40>000>000","",""
"205","fhzpg;  ghtid  nfhs;ifj;","32701","mur  mYtyh;fSf;fhd","","","","",""
"","jpl;lkply; jpizf;fsk;","","Kw;gzk;","15>000>000","7>000>000","","—",""
"","","","","","","50>000>000","",""
"206","kdpjtY>  Ntiy","32801","mur  mYtyh;fSf;fhd","","","","",""
"","tha;g;Gj;  jpizf;fsk;","","Kw;gzk;","16>000>000","8>500>000","48>000>000","—",""
"207","jfty;  njhopy;El;g","","mur  mYtyh;fSf;fhd","","","","",""
"","Kfhikj;Jtj;  jpizf;fsk;","32901","Kw;gzk;","1>000>000","200>000","","—",""
"","","","","","","6>000>000","",""
"","nkhj;jk;","","","","","","2>387>000>000",""
"","","","","18>105>770>000","14>105>770>000","48>835>101>765","",""
