doc_type	doc_id	num	date_str	description	url_metadata	lang	url_pdf	doc_number
lk_extraordinary_gazettes_2020s	2025-12-17-2025-12-17-2467-57-si	2025-12-17-2467-57-si	2025-12-17	Land Title Settlement Dept - Heelogama , Nikaweratiya D/S/D, Kurunegala District (25/14-204-0149)	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	si	https://documents.gov.lk/view/extra-gazettes/2025/12/2467-57_S.pdf	2467/57
lk_extraordinary_gazettes_2020s	2025-12-17-2025-12-17-2467-52-ta	2025-12-17-2467-52-ta	2025-12-17	Ministry of Transport Highways and Urban Development - Motor Traffic Act (Chapter 203) Motor Traffic (Temporary Extension of the Validity Period of Driving License)	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	ta	https://documents.gov.lk/view/extra-gazettes/2025/12/2467-52_T.pdf	2467/52
lk_extraordinary_gazettes_2020s	2025-12-17-2025-12-17-2467-52-si	2025-12-17-2467-52-si	2025-12-17	Ministry of Transport Highways and Urban Development - Motor Traffic Act (Chapter 203) Motor Traffic (Temporary Extension of the Validity Period of Driving License)	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	si	https://documents.gov.lk/view/extra-gazettes/2025/12/2467-52_S.pdf	2467/52
lk_extraordinary_gazettes_2020s	2025-12-17-2025-12-17-2467-52-en	2025-12-17-2467-52-en	2025-12-17	Ministry of Transport Highways and Urban Development - Motor Traffic Act (Chapter 203) Motor Traffic (Temporary Extension of the Validity Period of Driving License)	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	en	https://documents.gov.lk/view/extra-gazettes/2025/12/2467-52_E.pdf	2467/52
lk_extraordinary_gazettes_2020s	2025-12-17-2025-12-17-2467-51-ta	2025-12-17-2467-51-ta	2025-12-17	Presidential Secretariat - The Public Security Ordinance (Chapter 40). Notice under Section 2(7).	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	ta	https://documents.gov.lk/view/extra-gazettes/2025/12/2467-51_T.pdf	2467/51
lk_extraordinary_gazettes_2020s	2025-12-17-2025-12-17-2467-51-si	2025-12-17-2467-51-si	2025-12-17	Presidential Secretariat - The Public Security Ordinance (Chapter 40). Notice under Section 2(7).	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	si	https://documents.gov.lk/view/extra-gazettes/2025/12/2467-51_S.pdf	2467/51
lk_extraordinary_gazettes_2020s	2025-12-17-2025-12-17-2467-51-en	2025-12-17-2467-51-en	2025-12-17	Presidential Secretariat - The Public Security Ordinance (Chapter 40). Notice under Section 2(7).	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	en	https://documents.gov.lk/view/extra-gazettes/2025/12/2467-51_E.pdf	2467/51
lk_extraordinary_gazettes_2020s	2025-12-17-2025-12-17-2467-50-si	2025-12-17-2467-50-si	2025-12-17	2467/50	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	si	https://documents.gov.lk/view/extra-gazettes/2025/12/2467-50_S.pdf	2467/50
lk_extraordinary_gazettes_2020s	2025-12-17-2025-12-17-2467-50-en	2025-12-17-2467-50-en	2025-12-17	2467/50	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	en	https://documents.gov.lk/view/extra-gazettes/2025/12/2467-50_E.pdf	2467/50
lk_extraordinary_gazettes_2020s	2025-12-17-2025-12-17-2467-49-si	2025-12-17-2467-49-si	2025-12-17	Minster of Transport, Highways and Urban Development - The National Thoroughfares Act. No. 40 of 2008 Revision of Toll Rates (Expressway Net Work).	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	si	https://documents.gov.lk/view/extra-gazettes/2025/12/2467-49_S.pdf	2467/49
lk_extraordinary_gazettes_2020s	2025-12-17-2025-12-17-2467-49-en	2025-12-17-2467-49-en	2025-12-17	Minster of Transport, Highways and Urban Development - The National Thoroughfares Act. No. 40 of 2008 Revision of Toll Rates (Expressway Net Work).	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	en	https://documents.gov.lk/view/extra-gazettes/2025/12/2467-49_E.pdf	2467/49
lk_extraordinary_gazettes_2020s	2025-12-17-2025-12-17-2467-48-ta	2025-12-17-2467-48-ta	2025-12-17	2467/48	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	ta	https://documents.gov.lk/view/extra-gazettes/2025/12/2467-48_T.pdf	2467/48
lk_extraordinary_gazettes_2020s	2025-12-17-2025-12-17-2467-48-si	2025-12-17-2467-48-si	2025-12-17	2467/48	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	si	https://documents.gov.lk/view/extra-gazettes/2025/12/2467-48_S.pdf	2467/48
lk_extraordinary_gazettes_2020s	2025-12-16-2025-12-16-2467-43-si	2025-12-16-2467-43-si	2025-12-16	Land Title Settlement Dept - Doranuwa, Ruwanwella D/S/D, kegalle District (25/14-204-0069)	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	si	https://documents.gov.lk/view/extra-gazettes/2025/12/2467-43_S.pdf	2467/43
lk_extraordinary_gazettes_2020s	2025-12-16-2025-12-16-2467-43-en	2025-12-16-2467-43-en	2025-12-16	Land Title Settlement Dept - Doranuwa, Ruwanwella D/S/D, kegalle District (25/14-204-0069)	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	en	https://documents.gov.lk/view/extra-gazettes/2025/12/2467-43_E.pdf	2467/43
lk_extraordinary_gazettes_2020s	2025-12-16-2025-12-16-2467-42-ta	2025-12-16-2467-42-ta	2025-12-16	Land Title Settlement Dept - Hiththatiya Central, Matara D/S/D, Matara District (25/0444)	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	ta	https://documents.gov.lk/view/extra-gazettes/2025/12/2467-42_T.pdf	2467/42
lk_extraordinary_gazettes_2020s	2025-12-16-2025-12-16-2467-42-si	2025-12-16-2467-42-si	2025-12-16	Land Title Settlement Dept - Hiththatiya Central, Matara D/S/D, Matara District (25/0444)	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	si	https://documents.gov.lk/view/extra-gazettes/2025/12/2467-42_S.pdf	2467/42
lk_extraordinary_gazettes_2020s	2025-12-16-2025-12-16-2467-42-en	2025-12-16-2467-42-en	2025-12-16	Land Title Settlement Dept - Hiththatiya Central, Matara D/S/D, Matara District (25/0444)	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	en	https://documents.gov.lk/view/extra-gazettes/2025/12/2467-42_E.pdf	2467/42
lk_extraordinary_gazettes_2020s	2025-12-16-2025-12-16-2467-40-ta	2025-12-16-2467-40-ta	2025-12-16	Elections Commission - Filling of a vacancy in the office of member of the Sri Jayawardenapura Kotte M/C	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	ta	https://documents.gov.lk/view/extra-gazettes/2025/12/2467-40_T.pdf	2467/40
lk_extraordinary_gazettes_2020s	2025-12-16-2025-12-16-2467-40-si	2025-12-16-2467-40-si	2025-12-16	Elections Commission - Filling of a vacancy in the office of member of the Sri Jayawardenapura Kotte M/C	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	si	https://documents.gov.lk/view/extra-gazettes/2025/12/2467-40_S.pdf	2467/40
lk_extraordinary_gazettes_2020s	2025-12-16-2025-12-16-2467-40-en	2025-12-16-2467-40-en	2025-12-16	Elections Commission - Filling of a vacancy in the office of member of the Sri Jayawardenapura Kotte M/C	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	en	https://documents.gov.lk/view/extra-gazettes/2025/12/2467-40_E.pdf	2467/40
lk_extraordinary_gazettes_2020s	2025-12-16-2025-12-16-2467-39-ta	2025-12-16-2467-39-ta	2025-12-16	2467/39	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	ta	https://documents.gov.lk/view/extra-gazettes/2025/12/2467-39_T.pdf	2467/39
lk_extraordinary_gazettes_2020s	2025-12-16-2025-12-16-2467-39-si	2025-12-16-2467-39-si	2025-12-16	2467/39	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	si	https://documents.gov.lk/view/extra-gazettes/2025/12/2467-39_S.pdf	2467/39
lk_extraordinary_gazettes_2020s	2025-12-16-2025-12-16-2467-39-en	2025-12-16-2467-39-en	2025-12-16	2467/39	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	en	https://documents.gov.lk/view/extra-gazettes/2025/12/2467-39_E.pdf	2467/39
lk_extraordinary_gazettes_2020s	2025-12-16-2025-12-16-2467-36-si	2025-12-16-2467-36-si	2025-12-16	Land Title Settlement Dept - Kudawaskaduwa, Kaluthara D/S/D, kaluthara District (25/5514227)	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	si	https://documents.gov.lk/view/extra-gazettes/2025/12/2467-36_S.pdf	2467/36
lk_extraordinary_gazettes_2020s	2025-12-16-2025-12-16-2467-36-en	2025-12-16-2467-36-en	2025-12-16	Land Title Settlement Dept - Kudawaskaduwa, Kaluthara D/S/D, kaluthara District (25/5514227)	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	en	https://documents.gov.lk/view/extra-gazettes/2025/12/2467-36_E.pdf	2467/36
lk_extraordinary_gazettes_2020s	2025-12-16-2025-12-16-2467-28-si	2025-12-16-2467-28-si	2025-12-16	Land Title Settlement Dept- Nivithigala, Nivithigala D/S/D, Ratnapura District (25/0002)	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	si	https://documents.gov.lk/view/extra-gazettes/2025/12/2467-28_S.pdf	2467/28
lk_extraordinary_gazettes_2020s	2025-12-16-2025-12-16-2467-28-en	2025-12-16-2467-28-en	2025-12-16	Land Title Settlement Dept- Nivithigala, Nivithigala D/S/D, Ratnapura District (25/0002)	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	en	https://documents.gov.lk/view/extra-gazettes/2025/12/2467-28_E.pdf	2467/28
lk_extraordinary_gazettes_2020s	2025-12-15-2025-12-15-2467-26-si	2025-12-15-2467-26-si	2025-12-15	2467/26	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	si	https://documents.gov.lk/view/extra-gazettes/2025/12/2467-26_S.pdf	2467/26
lk_extraordinary_gazettes_2020s	2025-12-15-2025-12-15-2467-26-en	2025-12-15-2467-26-en	2025-12-15	2467/26	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	en	https://documents.gov.lk/view/extra-gazettes/2025/12/2467-26_E.pdf	2467/26
lk_extraordinary_gazettes_2020s	2025-12-15-2025-12-15-2467-24-si	2025-12-15-2467-24-si	2025-12-15	Land Title Settlement Dept- Bakmigolla, Ibbagamuwa D/S/D, Kurunegala District (25/0474)	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	si	https://documents.gov.lk/view/extra-gazettes/2025/12/2467-24_S.pdf	2467/24
lk_extraordinary_gazettes_2020s	2025-12-15-2025-12-15-2467-24-en	2025-12-15-2467-24-en	2025-12-15	Land Title Settlement Dept- Bakmigolla, Ibbagamuwa D/S/D, Kurunegala District (25/0474)	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	en	https://documents.gov.lk/view/extra-gazettes/2025/12/2467-24_E.pdf	2467/24
lk_extraordinary_gazettes_2020s	2025-12-15-2025-12-15-2467-21-ta	2025-12-15-2467-21-ta	2025-12-15	Land Title Settlement Dept- Dandugama, Ja- Ela D/S/S, Gampaha District (25/14-204-00061)	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	ta	https://documents.gov.lk/view/extra-gazettes/2025/12/2467-21_T.pdf	2467/21
lk_extraordinary_gazettes_2020s	2025-12-15-2025-12-15-2467-21-si	2025-12-15-2467-21-si	2025-12-15	Land Title Settlement Dept- Dandugama, Ja- Ela D/S/S, Gampaha District (25/14-204-00061)	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	si	https://documents.gov.lk/view/extra-gazettes/2025/12/2467-21_S.pdf	2467/21
lk_extraordinary_gazettes_2020s	2025-12-15-2025-12-15-2467-21-en	2025-12-15-2467-21-en	2025-12-15	Land Title Settlement Dept- Dandugama, Ja- Ela D/S/S, Gampaha District (25/14-204-00061)	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	en	https://documents.gov.lk/view/extra-gazettes/2025/12/2467-21_E.pdf	2467/21
lk_extraordinary_gazettes_2020s	2025-12-15-2025-12-15-2467-20-si	2025-12-15-2467-20-si	2025-12-15	2467/20	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	si	https://documents.gov.lk/view/extra-gazettes/2025/12/2467-20_S.pdf	2467/20
lk_extraordinary_gazettes_2020s	2025-12-15-2025-12-15-2467-20-en	2025-12-15-2467-20-en	2025-12-15	2467/20	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	en	https://documents.gov.lk/view/extra-gazettes/2025/12/2467-20_E.pdf	2467/20
lk_extraordinary_gazettes_2020s	2025-12-15-2025-12-15-2467-18-si	2025-12-15-2467-18-si	2025-12-15	2467/18	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	si	https://documents.gov.lk/view/extra-gazettes/2025/12/2467-18_S.pdf	2467/18
lk_extraordinary_gazettes_2020s	2025-12-15-2025-12-15-2467-18-en	2025-12-15-2467-18-en	2025-12-15	2467/18	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	en	https://documents.gov.lk/view/extra-gazettes/2025/12/2467-18_E.pdf	2467/18
lk_extraordinary_gazettes_2020s	2025-12-15-2025-12-15-2467-17-ta	2025-12-15-2467-17-ta	2025-12-15	2467/17	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	ta	https://documents.gov.lk/view/extra-gazettes/2025/12/2467-17_T.pdf	2467/17
lk_extraordinary_gazettes_2020s	2025-12-15-2025-12-15-2467-17-si	2025-12-15-2467-17-si	2025-12-15	2467/17	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	si	https://documents.gov.lk/view/extra-gazettes/2025/12/2467-17_S.pdf	2467/17
lk_extraordinary_gazettes_2020s	2025-12-15-2025-12-15-2467-17-en	2025-12-15-2467-17-en	2025-12-15	2467/17	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	en	https://documents.gov.lk/view/extra-gazettes/2025/12/2467-17_E.pdf	2467/17
lk_extraordinary_gazettes_2020s	2025-12-15-2025-12-15-2467-14-si	2025-12-15-2467-14-si	2025-12-15	2467/14	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	si	https://documents.gov.lk/view/extra-gazettes/2025/12/2467-14_S.pdf	2467/14
lk_extraordinary_gazettes_2020s	2025-12-15-2025-12-15-2467-14-en	2025-12-15-2467-14-en	2025-12-15	2467/14	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	en	https://documents.gov.lk/view/extra-gazettes/2025/12/2467-14_E.pdf	2467/14
lk_extraordinary_gazettes_2020s	2025-12-15-2025-12-15-2467-12-si	2025-12-15-2467-12-si	2025-12-15	2467/12	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	si	https://documents.gov.lk/view/extra-gazettes/2025/12/2467-12_S.pdf	2467/12
lk_extraordinary_gazettes_2020s	2025-12-15-2025-12-15-2467-12-en	2025-12-15-2467-12-en	2025-12-15	2467/12	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	en	https://documents.gov.lk/view/extra-gazettes/2025/12/2467-12_E.pdf	2467/12
lk_extraordinary_gazettes_2020s	2025-12-15-2025-12-15-2467-11-ta	2025-12-15-2467-11-ta	2025-12-15	2467/11	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	ta	https://documents.gov.lk/view/extra-gazettes/2025/12/2467-11_T.pdf	2467/11
lk_extraordinary_gazettes_2020s	2025-12-15-2025-12-15-2467-11-si	2025-12-15-2467-11-si	2025-12-15	2467/11	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	si	https://documents.gov.lk/view/extra-gazettes/2025/12/2467-11_S.pdf	2467/11
lk_extraordinary_gazettes_2020s	2025-12-15-2025-12-15-2467-11-en	2025-12-15-2467-11-en	2025-12-15	2467/11	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	en	https://documents.gov.lk/view/extra-gazettes/2025/12/2467-11_E.pdf	2467/11
lk_extraordinary_gazettes_2020s	2025-12-15-2025-12-15-2467-10-si	2025-12-15-2467-10-si	2025-12-15	2467/10	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	si	https://documents.gov.lk/view/extra-gazettes/2025/12/2467-10_S.pdf	2467/10
lk_extraordinary_gazettes_2020s	2025-12-15-2025-12-15-2467-10-en	2025-12-15-2467-10-en	2025-12-15	2467/10	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	en	https://documents.gov.lk/view/extra-gazettes/2025/12/2467-10_E.pdf	2467/10
lk_extraordinary_gazettes_2020s	2025-12-15-2025-12-15-2467-08-ta	2025-12-15-2467-08-ta	2025-12-15	2467/08	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	ta	https://documents.gov.lk/view/extra-gazettes/2025/12/2467-08_T.pdf	2467/08
lk_extraordinary_gazettes_2020s	2025-12-15-2025-12-15-2467-08-si	2025-12-15-2467-08-si	2025-12-15	2467/08	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	si	https://documents.gov.lk/view/extra-gazettes/2025/12/2467-08_S.pdf	2467/08
lk_extraordinary_gazettes_2020s	2025-12-15-2025-12-15-2467-08-en	2025-12-15-2467-08-en	2025-12-15	2467/08	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	en	https://documents.gov.lk/view/extra-gazettes/2025/12/2467-08_E.pdf	2467/08
lk_extraordinary_gazettes_2020s	2025-12-15-2025-12-15-2467-07-ta	2025-12-15-2467-07-ta	2025-12-15	2467/07	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	ta	https://documents.gov.lk/view/extra-gazettes/2025/12/2467-07_T.pdf	2467/07
lk_extraordinary_gazettes_2020s	2025-12-15-2025-12-15-2467-07-si	2025-12-15-2467-07-si	2025-12-15	2467/07	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	si	https://documents.gov.lk/view/extra-gazettes/2025/12/2467-07_S.pdf	2467/07
lk_extraordinary_gazettes_2020s	2025-12-15-2025-12-15-2467-07-en	2025-12-15-2467-07-en	2025-12-15	2467/07	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	en	https://documents.gov.lk/view/extra-gazettes/2025/12/2467-07_E.pdf	2467/07
lk_extraordinary_gazettes_2020s	2025-12-15-2025-12-15-2467-04-ta	2025-12-15-2467-04-ta	2025-12-15	Dept Local Government NWD- Pradseshiya Sabha Act No , 15 of 1987 - Extension of Time	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	ta	https://documents.gov.lk/view/extra-gazettes/2025/12/2467-04_T.pdf	2467/04
lk_extraordinary_gazettes_2020s	2025-12-15-2025-12-15-2467-04-si	2025-12-15-2467-04-si	2025-12-15	Dept Local Government NWD- Pradseshiya Sabha Act No , 15 of 1987 - Extension of Time	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	si	https://documents.gov.lk/view/extra-gazettes/2025/12/2467-04_S.pdf	2467/04
lk_extraordinary_gazettes_2020s	2025-12-15-2025-12-15-2467-04-en	2025-12-15-2467-04-en	2025-12-15	Dept Local Government NWD- Pradseshiya Sabha Act No , 15 of 1987 - Extension of Time	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	en	https://documents.gov.lk/view/extra-gazettes/2025/12/2467-04_E.pdf	2467/04
lk_extraordinary_gazettes_2020s	2025-12-15-2025-12-15-2467-03-ta	2025-12-15-2467-03-ta	2025-12-15	Legal Affairs Department - Welfare Benefits Act, No. 24 of 2002 Aswesuma Welfare Benefit Payment Scheme	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	ta	https://documents.gov.lk/view/extra-gazettes/2025/12/2467-03_T.pdf	2467/03
lk_extraordinary_gazettes_2020s	2025-12-15-2025-12-15-2467-03-si	2025-12-15-2467-03-si	2025-12-15	2467/03	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	si	https://documents.gov.lk/view/extra-gazettes/2025/12/2467-03_S.pdf	2467/03
lk_extraordinary_gazettes_2020s	2025-12-15-2025-12-15-2467-03-en	2025-12-15-2467-03-en	2025-12-15	2467/03	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	en	https://documents.gov.lk/view/extra-gazettes/2025/12/2467-03_E.pdf	2467/03
lk_extraordinary_gazettes_2020s	2025-12-15-2025-12-15-2467-01-si	2025-12-15-2467-01-si	2025-12-15	Sri Lanka Customs - Rates of Exchange w.e.f. 15.12.2025 to 21.12.2025	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	si	https://documents.gov.lk/view/extra-gazettes/2025/12/2467-01_S.pdf	2467/01
lk_extraordinary_gazettes_2020s	2025-12-15-2025-12-15-2467-01-en	2025-12-15-2467-01-en	2025-12-15	Sri Lanka Customs - Rates of Exchange w.e.f. 15.12.2025 to 21.12.2025	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	en	https://documents.gov.lk/view/extra-gazettes/2025/12/2467-01_E.pdf	2467/01
lk_extraordinary_gazettes_2020s	2025-12-13-2025-12-13-2466-62-ta	2025-12-13-2466-62-ta	2025-12-13	2466/62	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	ta	https://documents.gov.lk/view/extra-gazettes/2025/12/2466-62_T.pdf	2466/62
lk_extraordinary_gazettes_2020s	2025-12-13-2025-12-13-2466-62-si	2025-12-13-2466-62-si	2025-12-13	"Land Acquisition - Parabawila, Polgahawela D/S/D, Kurunegala Distrcit 
Correction papaer, Horawpathana D/S/D, Kurunegala District
Correction papaer, Niyagama D/S/D, Kurunegala District"	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	si	https://documents.gov.lk/view/extra-gazettes/2025/12/2466-62_S.pdf	2466/62
lk_extraordinary_gazettes_2020s	2025-12-13-2025-12-13-2466-62-en	2025-12-13-2466-62-en	2025-12-13	"Land Acquisition - Parabawila, Polgahawela D/S/D, Kurunegala Distrcit 
Correction papaer, Horawpathana D/S/D, Kurunegala District
Correction papaer, Niyagama D/S/D, Kurunegala District"	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	en	https://documents.gov.lk/view/extra-gazettes/2025/12/2466-62_E.pdf	2466/62
lk_extraordinary_gazettes_2020s	2025-12-13-2025-12-13-2466-61-ta	2025-12-13-2466-61-ta	2025-12-13	"Land Acquisition - Parabawila, Polgahawela D/S/D, Kurunegala District 
Carrigenda, Kurunegala D/S/D, Kurunegala District
Errata, Hakmena D/S/D, Kurunegala"	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	ta	https://documents.gov.lk/view/extra-gazettes/2025/12/2466-61_T.pdf	2466/61
lk_extraordinary_gazettes_2020s	2025-12-13-2025-12-13-2466-61-si	2025-12-13-2466-61-si	2025-12-13	"Land Acquisition - Parabawila, Polgahawela D/S/D, Kurunegala District 
Carrigenda, Kurunegala D/S/D, Kurunegala District
Errata, Hakmena D/S/D, Kurunegala"	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	si	https://documents.gov.lk/view/extra-gazettes/2025/12/2466-61_S.pdf	2466/61
lk_extraordinary_gazettes_2020s	2025-12-13-2025-12-13-2466-61-en	2025-12-13-2466-61-en	2025-12-13	"Land Acquisition - Parabawila, Polgahawela D/S/D, Kurunegala District 
Carrigenda, Kurunegala D/S/D, Kurunegala District
Errata, Hakmena D/S/D, Kurunegala"	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	en	https://documents.gov.lk/view/extra-gazettes/2025/12/2466-61_E.pdf	2466/61
lk_extraordinary_gazettes_2020s	2025-12-13-2025-12-13-2466-55-ta	2025-12-13-2466-55-ta	2025-12-13	2466/55	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	ta	https://documents.gov.lk/view/extra-gazettes/2025/12/2466-55_T.pdf	2466/55
lk_extraordinary_gazettes_2020s	2025-12-13-2025-12-13-2466-55-si	2025-12-13-2466-55-si	2025-12-13	2466/55	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	si	https://documents.gov.lk/view/extra-gazettes/2025/12/2466-55_S.pdf	2466/55
lk_extraordinary_gazettes_2020s	2025-12-13-2025-12-13-2466-55-en	2025-12-13-2466-55-en	2025-12-13	2466/55	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	en	https://documents.gov.lk/view/extra-gazettes/2025/12/2466-55_E.pdf	2466/55
lk_extraordinary_gazettes_2020s	2025-12-13-2025-12-13-2466-54-si	2025-12-13-2466-54-si	2025-12-13	2466/54	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	si	https://documents.gov.lk/view/extra-gazettes/2025/12/2466-54_S.pdf	2466/54
lk_extraordinary_gazettes_2020s	2025-12-13-2025-12-13-2466-54-en	2025-12-13-2466-54-en	2025-12-13	2466/54	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	en	https://documents.gov.lk/view/extra-gazettes/2025/12/2466-54_E.pdf	2466/54
lk_extraordinary_gazettes_2020s	2025-12-13-2025-12-13-2466-53-ta	2025-12-13-2466-53-ta	2025-12-13	Land Title Settlement Dept- Karmeda, Udunuwara D/S/D, Kandy District (7885)	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	ta	https://documents.gov.lk/view/extra-gazettes/2025/12/2466-53_T.pdf	2466/53
lk_extraordinary_gazettes_2020s	2025-12-13-2025-12-13-2466-53-si	2025-12-13-2466-53-si	2025-12-13	Land Title Settlement Dept- Karmeda, Udunuwara D/S/D, Kandy District (7885)	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	si	https://documents.gov.lk/view/extra-gazettes/2025/12/2466-53_S.pdf	2466/53
lk_extraordinary_gazettes_2020s	2025-12-13-2025-12-13-2466-53-en	2025-12-13-2466-53-en	2025-12-13	Land Title Settlement Dept- Karmeda, Udunuwara D/S/D, Kandy District (7885)	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	en	https://documents.gov.lk/view/extra-gazettes/2025/12/2466-53_E.pdf	2466/53
lk_extraordinary_gazettes_2020s	2025-12-13-2025-12-13-2466-52-ta	2025-12-13-2466-52-ta	2025-12-13	Land Title Settlement Dept - Thotamuna, MAtara D/S/D, Matara District	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	ta	https://documents.gov.lk/view/extra-gazettes/2025/12/2466-52_T.pdf	2466/52
lk_extraordinary_gazettes_2020s	2025-12-13-2025-12-13-2466-52-si	2025-12-13-2466-52-si	2025-12-13	Land Title Settlement Dept - Thotamuna, MAtara D/S/D, Matara District	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	si	https://documents.gov.lk/view/extra-gazettes/2025/12/2466-52_S.pdf	2466/52
lk_extraordinary_gazettes_2020s	2025-12-13-2025-12-13-2466-52-en	2025-12-13-2466-52-en	2025-12-13	Land Title Settlement Dept - Thotamuna, MAtara D/S/D, Matara District	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	en	https://documents.gov.lk/view/extra-gazettes/2025/12/2466-52_E.pdf	2466/52
lk_extraordinary_gazettes_2020s	2025-12-13-2025-12-13-2466-50-ta	2025-12-13-2466-50-ta	2025-12-13	2466/50	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	ta	https://documents.gov.lk/view/extra-gazettes/2025/12/2466-50_T.pdf	2466/50
lk_extraordinary_gazettes_2020s	2025-12-13-2025-12-13-2466-50-si	2025-12-13-2466-50-si	2025-12-13	2466/50	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	si	https://documents.gov.lk/view/extra-gazettes/2025/12/2466-50_S.pdf	2466/50
lk_extraordinary_gazettes_2020s	2025-12-13-2025-12-13-2466-50-en	2025-12-13-2466-50-en	2025-12-13	2466/50	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	en	https://documents.gov.lk/view/extra-gazettes/2025/12/2466-50_E.pdf	2466/50
lk_extraordinary_gazettes_2020s	2025-12-13-2025-12-13-2466-49-ta	2025-12-13-2466-49-ta	2025-12-13	2466/49	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	ta	https://documents.gov.lk/view/extra-gazettes/2025/12/2466-49_T.pdf	2466/49
