"160","රජළේ කර්මාන්ත ශාලා","31001","","රජළේ නිලධාරීන්ට අත්තිකාරේ         25,000,000             13,500,000          125,000,000","-"
"","ළදපාර්තළේන්තුව","","","",""
"161","රජළේ කර්මාන්ත ශාලා","31002","රජළේ කර්මාන්ත ශාලාළේ","180,000,000           120,000,000          150,000,000","50,000,000"
"","ළදපාර්තළේන්තුව","","ගබඩා අත්තිකාරේ ගිණුම","",""
"162","රජළේ කර්මාන්ත ශාලා","31003","රජළේ කර්මාන්ත ශාලාළේ ක�","400,000,000           450,000,000          190,000,000","-"
"","ළදපාර්තළේන්තුව","","වැඩ අත්තිකාරේ ගිණුම","",""
"163","ජාතික ළ්භෞතික සැලසුේ","31101","","රජළේ නිලධාරීන්ට අත්තිකාරේ         15,000,000               9,200,000            50,000,000","-"
"","ළදපාර්තළේන්තුව","","","",""
"164","සිවිල් ආරක්්ෂක","32001","","රජළේ නිලධාරීන්ට අත්තිකාරේ       450,000,000           350,000,000          900,000,000","-"
"","ළදපාර්තළේන්තුව","","","",""
"165","ජාතික උදභිද උද‍යාන","32201","","රජළේ නිලධාරීන්ට අත්තිකාරේ         30,000,000             27,000,000          110,000,000","-"
"","ළදපාර්තළේන්තුව","","","",""
"","","32301","","රජළේ නිලධාරීන්ට අත්තිකාරේ           1,000,000                  675,000              4,000,000","-"
"166","නීති කටයුතු","","","",""
"","ළදපාර්තළේන්තුව","","","",""
"","","32401","","රජළේ නිලධාරීන්ට අත්තිකාරේ           3,000,000               2,500,000            10,000,000","-"
"167","ක�මනාකරණ විගණන","","","",""
"","ළදපාර්තළේන්තුව","","","",""
"","","32601","","රජළේ නිලධාරීන්ට අත්තිකාරේ         60,000,000             14,000,000          150,000,000","-"
"168","ප්‍රජා පාදක විළශාේධන","","","",""
"","ළදපාර්තළේන්තුව","","","",""
"","","32701","","රජළේ නිලධාරීන්ට අත්තිකාරේ         20,000,000             17,000,000            75,000,000","-"
"169","ඉඩේ පරිහරණ ප්‍රතිපත්ති","","","",""
"","සැලසුේ ළදපාර්තළේන්තුව","","","",""
"","","32801","","රජළේ නිලධාරීන්ට අත්තිකාරේ         30,000,000             22,000,000          100,000,000","-"
"170","මිනිසේබල හා රැකීරක්්ෂා","","","",""
"","ළදපාර්තළේන්තුව","","","",""
"","","32901","","රජළේ නිලධාරීන්ට අත්තිකාරේ           4,000,000               2,500,000            12,000,000","-"
"171","ළතාරතුරු තාක්්ෂණ","","","",""
"","ක�මනාකරණ","","","",""
"","ළදපාර්තළේන්තුව","","","",""
