"","","","සීමා 
බ
ැ
ර
 
ක� යුතු 
උපරිම සීමා","උපරිම සීමා",""
"","","","රු
.
 
ල
ැ
බීේවල අවම 
රු
.","රු
.",""
"","","","සීමා","",""
"","","","රු
.","",""
"73","අධිකරණ පරිපාලනය","22801","රජළේ නිලධාරීන්ට අත්තිකාරේ       550,000,000           420,000,000       1,900,000,000","-",""
"74","නීතිපති ළදපාර්තළේන්තුව","22901","රජළේ නිලධාරීන්ට අත්තිකාරේ         35,000,000             16,000,000          100,000,000","-",""
"75","නීති ළකටුේපත් සේපාදක","23001","රජළේ නිලධාරීන්ට අත්තිකාරේ         10,000,000               3,500,000            20,000,000","-",""
"","ළදපාර්තළේන්තුව","","","",""
"76","ණය සහනදායක","23101","රජළේ නිලධාරීන්ට අත්තිකාරේ           5,000,000                  900,000              7,500,000","-","2025 අංක 3 දරන විසර්ජන පනත"
"","මණ්ඩලයීය","","","",""
"","ළදපාර්තළේන්තුව","","","",""
"77","බන්ධනාගාර","23201","රජළේ නිලධාරීන්ට අත්තිකාරේ       145,000,000           110,000,000          319,000,000","-",""
"","ළදපාර්තළේන්තුව","","","",""
"78","බන්ධනාගාර","23202","බන්ධනාගාර කාර්මික හා 
      250,000,000           275,000,000            75,000,000","15,000,000",""
"","ළදපාර්තළේන්තුව","","කෘෂිකාර්මික කටයුතු","",""
"79","රජළේ රස පරීක්්ෂක","23301","රජළේ නිලධාරීන්ට අත්තිකාරේ         12,000,000               7,000,000            35,000,000","-",""
"","ළදපාර්තළේන්තුව","","","",""
"80","ළ්‍ේ්ෂේඨාධිකරණළේ","23401","රජළේ නිලධාරීන්ට අත්තිකාරේ         22,000,000             15,000,000            65,000,000","-",""
"","ළරජිසේට්ාර්","","","",""
"81","ශ්‍රී ලංකාළේ නීති ළකාමි්ෂන්","23501","රජළේ නිලධාරීන්ට අත්තිකාරේ              700,000                  800,000              7,000,000","-",""
"","ස්භාව","","","",""
