"","20","Gj;jrhrd>  rka  kw;Wk;  fyhrhu","10101","mur  mYtyh;fSf;fhd","80,000,000","31,500,000           220,000,000","—"
"","","mYty;fs;  mikr;rh;","","Kw;gzk;","","",""
"","21","epjp> nghUshjhu cWjpg;ghL","10201","mur  mYtyh;fSf;fhd","20,000,000","15,200,000             75,000,000","—"
"","","kw;Wk;  Njrpaf;  nfhs;iffs;","","Kw;gzk;","","",""
"5","","mikr;rh;","","","","",""
"","22","ghJfhg;G  mikr;rh;","10301","mur  mYtyh;fSf;fhd","100,000,000","55,000,000           320,000,000","—"
"","","","","Kw;gzk;","","",""
"","23","ntFrd  Clf  mikr;ru;","10501","mur  mYtyh;fSf;fhd","8,000,000","5,000,000             35,000,000","—"
"","","","","Kw;gzk;","","",""
"","24","ePjp>  rpiwr;rhiy  mYty;fs;","11001","mur  mYtyh;fSf;fhd","","","—"
"10","","","","","50,000,000","21,000,000           150,000,000",""
"","","kw;Wk;  murpay;ahg;G","","Kw;gzk;","","",""
"","","kWrPuikg;G  mikr;rh;","","","","",""
"","25","Rfhjhu  mikr;rh;","11101","mur  mYtyh;fSf;fhd","1,800,000,000","1,330,000,000        3,720,000,000","—"
"","","","","Kw;gzk;","","",""
"","26","ntspehl;lYty;fs;  mikr;rh;","11201","mur  mYtyh;fSf;fhd","","","—"
"15","","","","","40,000,000","40,000,000           125,000,000",""
"","","","","Kw;gzk;","","",""
"","27","th;j;jf>  thzpg  kw;Wk;  czTg;","11601","mur  mYtyh;fSf;fhd","20,000,000","4,000,000             40,000,000","—"
"","","ghJfhg;G  mikr;rh;","","Kw;gzk;","","",""
"","28","Nghf;Ftuj;J  kw;Wk;","11701","mur  mYtyh;fSf;fhd","40,000,000","16,000,000           120,000,000","—"
"20","","neLQ;rhiyfs;  mikr;rh;","","Kw;gzk;","","",""
"","29","fkj;njhopy;  mikr;rh;","11801","mur  mYtyh;fSf;fhd","120,000,000","44,000,000           285,000,000","—"
"","","","","Kw;gzk;","","",""
"","30","kpd;rf;jp  kw;Wk;  tYrf;jp","11901","mur  mYtyh;fSf;fhd","10,000,000","7,200,000             30,000,000","—"
"","","mikr;rh;","","Kw;gzk;","","",""
"25","31","Rw;Wyhj;Jiw  kw;Wk;  fhzp","12201","mur  mYtyh;fSf;fhd","","","—"
"","","","","","25,000,000","12,000,000           100,000,000",""
"","","mikr;rh;","","Kw;gzk;","","",""
"","32","efu mgptpUj;jp kw;Wk; tPlikg;G","12301","","","",""
"","","","","mur  mYtyh;fSf;fhd","60,000,000","27,500,000           300,000,000","—"
"","","mikr;rh;","","","","",""
"","","","","Kw;gzk;","","",""
"","33","fy;tp  mikr;rh;","","","","",""
"","","","12601","mur  mYtyh;fSf;fhd","3,500,000,000","1,000,000,000        5,000,000,000","—"
"30","","","","Kw;gzk;","","",""
